Age Range,Outcome,Gender,Datetime,Removal of more than outer clothing,Officer Defined Ethnicity,Object of Search,Latitude,Location,Longitude
25-34,A no further action disposal,Male,2022-09-16T23:23:00+00:00,False,White,Controlled drugs,51.506954,Green Park (Lu Station),-0.142080
18-24,A no further action disposal,Male,2022-09-17T20:05:00+00:00,False,White,Controlled drugs,51.506954,Green Park (Lu Station),-0.142080
25-34,A no further action disposal,Male,2022-09-18T03:07:00+00:00,False,White,Firearms,51.532382,Kings Cross (Station),-0.123297
25-34,A no further action disposal,Female,2022-09-18T04:06:00+00:00,False,White,Evidence of offences under the Act,51.565417,Archway (Lu Station),-0.134937
over 34,A no further action disposal,Male,2022-09-18T04:36:00+00:00,False,White,Anything to threaten or harm anyone,51.565417,Archway (Lu Station),-0.134937
18-24,A no further action disposal,Male,2022-09-18T12:18:00+00:00,False,White,Controlled drugs,51.496420,London Victoria (Lu Station),-0.143102
18-24,Summons / charged by post,Male,2022-09-18T12:05:00+00:00,False,White,Controlled drugs,51.496420,London Victoria (Lu Station),-0.143102
over 34,A no further action disposal,Male,2022-09-18T13:35:00+00:00,False,Black,Stolen goods,51.515701,Oxford Circus (Lu Station),-0.141080
25-34,A no further action disposal,Male,2022-09-18T11:20:00+00:00,False,Black,Firearms,51.496420,London Victoria (Lu Station),-0.143102
18-24,A no further action disposal,Male,2022-09-18T14:00:00+00:00,False,White,Stolen goods,51.496420,London Victoria (Lu Station),-0.143102
25-34,A no further action disposal,Male,2022-09-18T15:14:00+00:00,False,White,Controlled drugs,51.510144,West Drayton (Station),-0.468715
25-34,A no further action disposal,Male,2022-09-18T15:16:00+00:00,False,Black,Controlled drugs,51.541693,Stratford (Lu Station),-0.003752
25-34,A no further action disposal,Male,2022-09-18T15:35:00+00:00,False,Other,Stolen goods,51.496420,London Victoria (Lu Station),-0.143102
over 34,A no further action disposal,Female,2022-09-19T04:55:00+00:00,False,Black,Anything to threaten or harm anyone,51.565417,Archway (Lu Station),-0.134937
,A no further action disposal,Male,2022-09-19T10:05:00+00:00,False,Black,Stolen goods,51.508360,Charing Cross (Lu Station),-0.124803
,A no further action disposal,Male,2022-09-19T14:35:00+00:00,False,Black,Controlled drugs,51.531682,St  Pancras International (Station),-0.125653
25-34,Arrest,Male,2022-09-19T14:20:00+00:00,False,Asian,Controlled drugs,51.506954,Green Park (Lu Station),-0.142080
25-34,A no further action disposal,Male,2022-09-19T17:29:00+00:00,False,Black,Controlled drugs,51.541693,Stratford (Lu Station),-0.003752
10-17,A no further action disposal,,2022-09-19T20:51:00+00:00,False,White,Controlled drugs,51.503379,Waterloo (Lu Station),-0.112212
,A no further action disposal,Male,2022-09-19T03:20:00+00:00,False,Asian,Article for use in theft,51.485904,Vauxhall (Lu Station),-0.123749
,A no further action disposal,Male,2022-09-20T04:13:00+00:00,False,Black,Evidence of offences under the Act,51.503379,Waterloo (Lu Station),-0.112212
25-34,A no further action disposal,Male,2022-09-20T05:34:00+00:00,False,Black,Anything to threaten or harm anyone,51.519445,Paddington (Station),-0.176490
25-34,A no further action disposal,Male,2022-09-20T09:39:00+00:00,False,White,Article for use in theft,51.503379,Waterloo (Lu Station),-0.112212
25-34,A no further action disposal,Male,2022-09-20T11:00:00+00:00,False,White,Controlled drugs,51.531682,St  Pancras International (Station),-0.125653
25-34,Community resolution,Male,2022-09-20T15:35:00+00:00,False,Black,Controlled drugs,51.374982,Sandilands (Tram Stop),-0.077712
10-17,A no further action disposal,Male,2022-09-20T15:35:00+00:00,False,Black,Anything to threaten or harm anyone,51.391615,Arena (Tram Stop),-0.058358
18-24,A no further action disposal,Male,2022-09-20T16:58:00+00:00,False,Black,Anything to threaten or harm anyone,51.470035,Wandsworth Road (Station),-0.138441
10-17,A no further action disposal,Male,2022-09-20T16:58:00+00:00,False,Black,Controlled drugs,51.564592,Finsbury Park (Station),-0.105883
18-24,A no further action disposal,Female,2022-09-20T14:57:00+00:00,False,Black,Anything to threaten or harm anyone,51.496420,London Victoria (Lu Station),-0.143102
18-24,A no further action disposal,Male,2022-09-20T17:51:00+00:00,False,Black,Offensive weapons,51.496420,London Victoria (Lu Station),-0.143102
10-17,A no further action disposal,Male,2022-09-20T13:45:00+00:00,False,Asian,Controlled drugs,51.374849,East Croydon (Tram Stop),-0.092675
10-17,A no further action disposal,Male,2022-09-20T15:05:00+00:00,False,White,Anything to threaten or harm anyone,51.391615,Arena (Tram Stop),-0.058358
25-34,Community resolution,Male,2022-09-20T11:15:00+00:00,False,White,Controlled drugs,51.496420,London Victoria (Lu Station),-0.143102
18-24,Community resolution,Male,2022-09-21T10:56:00+00:00,False,Black,Controlled drugs,51.374982,Sandilands (Tram Stop),-0.077712
over 34,A no further action disposal,Male,2022-09-21T13:50:00+00:00,False,White,Controlled drugs,51.531682,St  Pancras International (Station),-0.125653
25-34,A no further action disposal,Female,2022-09-21T14:13:00+00:00,False,Black,Controlled drugs,51.532382,Kings Cross (Station),-0.123297
18-24,Summons / charged by post,Male,2022-09-20T11:35:00+00:00,False,White,Controlled drugs,51.575588,Wanstead (Lu Station),0.028719
25-34,A no further action disposal,Male,2022-09-21T14:57:00+00:00,False,White,Controlled drugs,51.528665,Euston (Station),-0.132849
10-17,Arrest,Male,2022-09-21T15:11:00+00:00,False,Black,Offensive weapons,51.611214,Northwood (Lu Station),-0.423838
10-17,A no further action disposal,Female,2022-09-21T18:45:00+00:00,False,White,Controlled drugs,51.496420,London Victoria (Lu Station),-0.143102
25-34,Summons / charged by post,Male,2022-09-21T13:30:00+00:00,True,White,Controlled drugs,51.383520,Addiscombe (Tram Stop),-0.076823
25-34,Community resolution,Male,2022-09-21T18:10:00+00:00,False,White,Controlled drugs,51.374849,East Croydon (Tram Stop),-0.092675
,A no further action disposal,Female,2022-09-21T16:15:00+00:00,False,Black,Evidence of offences under the Act,51.443239,Balham (Lu Station),-0.152755
10-17,A no further action disposal,Male,2022-09-21T15:54:00+00:00,False,Black,Controlled drugs,51.342676,New Addington (Tram Stop),-0.017581
18-24,A no further action disposal,Male,2022-09-21T19:40:00+00:00,False,White,Controlled drugs,51.564737,Wembley Park (Lu Station),-0.279243
10-17,A no further action disposal,Male,2022-09-21T15:55:00+00:00,False,White,Controlled drugs,51.342676,New Addington (Tram Stop),-0.017581
over 34,A no further action disposal,Male,2022-09-21T13:30:00+00:00,True,White,Controlled drugs,51.383520,Addiscombe (Tram Stop),-0.076823
over 34,A no further action disposal,Male,2022-09-21T20:25:00+00:00,False,White,Controlled drugs,51.501267,Borough (Lu Station),-0.093713
18-24,A no further action disposal,Male,2022-09-21T19:45:00+00:00,False,Other,Controlled drugs,51.496420,London Victoria (Lu Station),-0.143102
18-24,Community resolution,Male,2022-09-21T20:29:00+00:00,False,Black,Controlled drugs,51.528665,Euston (Station),-0.132849
10-17,A no further action disposal,Male,2022-09-21T22:39:00+00:00,False,White,,51.541693,Stratford (Lu Station),-0.003752
25-34,A no further action disposal,Male,2022-09-22T10:39:00+00:00,False,Black,Controlled drugs,51.508716,Acton Central (Station),-0.262971
over 34,Arrest,Male,2022-09-22T13:08:00+00:00,False,White,Stolen goods,51.508360,Charing Cross (Lu Station),-0.124803
18-24,A no further action disposal,Male,2022-09-22T14:42:00+00:00,False,White,Controlled drugs,51.531682,St  Pancras International (Station),-0.125653
10-17,A no further action disposal,Male,2022-09-22T14:53:00+00:00,False,Black,Controlled drugs,51.505587,London Bridge (Lu Station),-0.086493
25-34,Summons / charged by post,Male,2022-09-22T15:16:00+00:00,False,White,Stolen goods,51.531682,St  Pancras International (Station),-0.125653
25-34,A no further action disposal,Male,2022-09-22T15:43:00+00:00,False,,Controlled drugs,51.535379,Upton Park (Lu Station),0.035403
25-34,A no further action disposal,Male,2022-09-22T15:52:00+00:00,False,Black,Controlled drugs,51.531682,St  Pancras International (Station),-0.125653
10-17,A no further action disposal,Male,2022-09-22T16:39:00+00:00,False,Black,Offensive weapons,51.583424,Seven Sisters (Lu Station),-0.072421
18-24,Summons / charged by post,Male,2022-09-22T16:45:00+00:00,False,Black,Controlled drugs,51.552094,Wembley Central (Station),-0.296718
25-34,A no further action disposal,Male,2022-09-22T20:36:00+00:00,False,Other,Controlled drugs,51.531682,St  Pancras International (Station),-0.125653
25-34,A no further action disposal,Male,2022-09-22T19:25:00+00:00,False,Black,Controlled drugs,51.531682,St  Pancras International (Station),-0.125653
18-24,Arrest,Male,2022-09-22T22:14:00+00:00,False,White,Articles for use in criminal damage,51.374849,East Croydon (Tram Stop),-0.092675
10-17,A no further action disposal,Male,2022-09-23T08:34:00+00:00,False,White,Controlled drugs,51.632288,Southgate (Lu Station),-0.127846
25-34,Summons / charged by post,Male,2022-09-23T09:00:00+00:00,False,White,Controlled drugs,51.496420,London Victoria (Lu Station),-0.143102
18-24,Community resolution,Male,2022-09-23T10:00:00+00:00,False,White,Controlled drugs,51.496420,London Victoria (Lu Station),-0.143102
over 34,Arrest,Male,2022-09-22T09:30:00+00:00,False,Asian,Evidence of offences under the Act,51.532382,Kings Cross (Station),-0.123297
25-34,Arrest,Male,2022-09-23T13:25:00+00:00,False,Black,Controlled drugs,51.532382,Kings Cross (Station),-0.123297
18-24,Community resolution,Female,2022-09-23T10:00:00+00:00,False,White,Controlled drugs,51.496420,London Victoria (Lu Station),-0.143102
18-24,Arrest,Male,2022-09-21T21:15:00+00:00,False,Black,Controlled drugs,51.496420,London Victoria (Lu Station),-0.143102
25-34,Community resolution,Male,2022-09-23T12:45:00+00:00,False,Asian,Controlled drugs,51.564737,Wembley Park (Lu Station),-0.279243
10-17,A no further action disposal,Male,2022-09-20T15:30:00+00:00,False,Black,Anything to threaten or harm anyone,51.391615,Arena (Tram Stop),-0.058358
over 34,A no further action disposal,Male,2022-09-23T15:38:00+00:00,False,Black,Controlled drugs,51.528665,Euston (Station),-0.132849
over 34,A no further action disposal,Male,2022-09-19T04:30:00+00:00,False,White,Controlled drugs,51.515776,Paddington (Lu Station),-0.174871
over 34,Community resolution,Female,2022-09-23T15:39:00+00:00,False,White,Controlled drugs,51.528665,Euston (Station),-0.132849
over 34,A no further action disposal,Male,2022-09-23T15:40:00+00:00,False,White,Controlled drugs,51.528665,Euston (Station),-0.132849
18-24,A no further action disposal,,2022-09-23T16:53:00+00:00,False,Black,Controlled drugs,51.519445,Paddington (Station),-0.176490
10-17,A no further action disposal,Male,2022-09-23T17:51:00+00:00,False,White,Controlled drugs,51.517812,Liverpool Street (Lu Station),-0.081806
10-17,A no further action disposal,Male,2022-09-23T17:45:00+00:00,False,White,Controlled drugs,51.517812,Liverpool Street (Lu Station),-0.081806
18-24,Summons / charged by post,Male,2022-09-23T17:15:00+00:00,False,Black,Controlled drugs,51.517812,Liverpool Street (Lu Station),-0.081806
10-17,A no further action disposal,,2022-09-23T18:33:00+00:00,False,White,Controlled drugs,51.465118,Clapham Junction (Station),-0.168926
18-24,Community resolution,Female,2022-09-23T19:20:00+00:00,False,White,Controlled drugs,51.496420,London Victoria (Lu Station),-0.143102
18-24,Community resolution,Female,2022-09-23T06:45:00+00:00,False,White,Controlled drugs,51.496420,London Victoria (Lu Station),-0.143102
,A no further action disposal,Male,2022-09-23T23:32:00+00:00,False,Black,Anything to threaten or harm anyone,51.548122,Dalston (Kingsland) (Station),-0.075745
25-34,A no further action disposal,Female,2022-09-24T00:09:00+00:00,False,Black,Controlled drugs,51.576542,Gants Hill (Lu Station),0.066300
18-24,A no further action disposal,Male,2022-09-24T11:10:00+00:00,False,White,Controlled drugs,51.505982,London Bridge (Station),-0.084053
18-24,A no further action disposal,Female,2022-09-24T11:29:00+00:00,False,White,Controlled drugs,51.486747,Charlton (Station),0.030641
10-17,A no further action disposal,Male,2022-09-24T11:37:00+00:00,False,White,Article for use in theft,51.588207,Tottenham Hale (Lu Station),-0.060367
18-24,A no further action disposal,Male,2022-09-24T11:40:00+00:00,False,White,Article for use in theft,51.589968,Tottenham Hale (Station),-0.059700
18-24,A no further action disposal,Male,2022-09-24T11:48:00+00:00,False,White,Controlled drugs,51.486747,Charlton (Station),0.030641
10-17,A no further action disposal,Male,2022-09-24T11:20:00+00:00,False,White,Controlled drugs,51.486747,Charlton (Station),0.030641
18-24,Community resolution,Male,2022-09-24T12:06:00+00:00,False,White,Controlled drugs,51.486747,Charlton (Station),0.030641
10-17,A no further action disposal,Male,2022-09-24T13:36:00+00:00,False,White,Stolen goods,51.588207,Tottenham Hale (Lu Station),-0.060367
18-24,Community resolution,Male,2022-09-24T13:51:00+00:00,False,White,Controlled drugs,51.486747,Charlton (Station),0.030641
18-24,A no further action disposal,Male,2022-09-20T19:19:00+00:00,False,Black,Stolen goods,51.517812,Liverpool Street (Lu Station),-0.081806
10-17,A no further action disposal,Male,2022-09-24T11:30:00+00:00,False,Black,Article for use in theft,51.588207,Tottenham Hale (Lu Station),-0.060367
10-17,A no further action disposal,Male,2022-09-24T17:00:00+00:00,False,Black,Psychoactive substances,51.517812,Liverpool Street (Lu Station),-0.081806
10-17,Arrest,Male,2022-09-24T17:34:00+00:00,False,White,Stolen goods,51.532382,Kings Cross (Station),-0.123297
18-24,A no further action disposal,Male,2022-09-24T17:50:00+00:00,False,Asian,Controlled drugs,51.517812,Liverpool Street (Lu Station),-0.081806
18-24,A no further action disposal,,2022-09-24T17:50:00+00:00,False,Black,Controlled drugs,51.519060,Liverpool Street (Station),-0.080342
25-34,A no further action disposal,Male,2022-09-24T12:30:00+00:00,False,Other,Controlled drugs,51.532382,Kings Cross (Station),-0.123297
18-24,Summons / charged by post,Male,2022-09-24T19:55:00+00:00,False,White,Controlled drugs,51.505982,London Bridge (Station),-0.084053
over 34,A no further action disposal,Male,2022-09-24T20:00:00+00:00,False,White,Controlled drugs,51.564736,Finsbury Park (Lu Station),-0.105883
over 34,A no further action disposal,Male,2022-09-25T05:37:00+00:00,False,,Anything to threaten or harm anyone,51.532382,Kings Cross (Station),-0.123297
10-17,A no further action disposal,,2022-09-25T06:21:00+00:00,False,Asian,Controlled drugs,51.531682,St  Pancras International (Station),-0.125653
25-34,Arrest,Male,2022-09-25T07:18:00+00:00,False,Other,Anything to threaten or harm anyone,51.582816,Walthamstow Central (Lu Station),-0.019069
25-34,,,2022-09-25T09:00:00+00:00,,,,51.532382,Kings Cross (Station),-0.123297
25-34,A no further action disposal,Male,2022-09-25T08:45:00+00:00,False,Other,Stolen goods,51.532382,Kings Cross (Station),-0.123297
25-34,A no further action disposal,Male,2022-09-25T04:42:00+00:00,False,Other,Stolen goods,51.582816,Walthamstow Central (Lu Station),-0.019069
18-24,A no further action disposal,Male,2022-09-26T08:42:00+00:00,False,Black,Controlled drugs,51.342676,New Addington (Tram Stop),-0.017581
over 34,A no further action disposal,Male,2022-09-26T07:30:00+00:00,False,White,Stolen goods,51.517812,Liverpool Street (Lu Station),-0.081806
over 34,A no further action disposal,Male,2022-09-25T14:56:00+00:00,False,Black,Anything to threaten or harm anyone,51.559266,Ilford (Station),0.069888
18-24,A no further action disposal,Male,2022-09-26T15:38:00+00:00,False,White,Controlled drugs,51.508360,Charing Cross (Lu Station),-0.124803
18-24,A no further action disposal,Male,2022-09-26T15:30:00+00:00,False,White,Controlled drugs,51.508360,Charing Cross (Lu Station),-0.124803
18-24,A no further action disposal,Male,2022-09-26T20:49:00+00:00,False,Other,Evidence of offences under the Act,51.532382,Kings Cross (Station),-0.123297
under 10,A no further action disposal,Female,2022-09-24T10:45:00+00:00,False,White,Stolen goods,51.589968,Tottenham Hale (Station),-0.059700
18-24,A no further action disposal,Male,2022-09-27T08:48:00+00:00,False,White,Anything to threaten or harm anyone,51.534703,St  John'S Wood (Lu Station),-0.174085
