"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,94.6690774629253,,
"NOR","Norway","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,94.1263152745289,,
"NOR","Norway","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,95.7465866186102,,
"NOR","Norway","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,97.4050908917125,,
"NOR","Norway","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,98.955535060439,,
"NOR","Norway","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,99.00214994778,,
"NOR","Norway","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,98.8940500404506,,
"NOR","Norway","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,98.824935910011,,
"NOR","Norway","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,98.7727875199112,,
"NOR","Norway","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,98.7463600187608,,
"NOR","Norway","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,98.7676853892913,,
"NOR","Norway","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,98.8528080727284,,
"NOR","Norway","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,98.9890399097529,,
"NOR","Norway","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,99.1524980107953,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,100.48206747143,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,100.352125831938,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,100.244452486131,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,98.4412756935798,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,93.3860041367238,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,90.7231639381723,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,92.4788311185971,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,94.2282725841028,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,95.9682829480537,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,95.5716410536494,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,95.1768260244131,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,94.7831239193694,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,94.8744581693522,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,94.9633457583551,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,95.049984132793,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,95.2020880926632,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,95.3518791346126,,
"POL","Poland","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,95.4995005405367,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,100.318367897913,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,100.314851092872,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,100.309619815134,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,91.0822205871901,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,89.115961242784,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,88.076895917571,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,90.3273500656691,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,92.5662079620314,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,94.7936693146722,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,94.7090298178888,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,94.624520012269,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,94.5401640682113,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,93.8063109779264,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,93.0757680539878,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,92.3485055644414,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,93.0125486738942,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,93.6730476858002,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,94.3300095232827,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units",,,94.7243821855812,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units",,,95.1165035890521,,
"PRT","Portugal","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units",,,95.506382111034,,
"SVK","Slovak Republic","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,99.8922301854428,,
"SVK","Slovak Republic","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,99.8864779833157,,
"SVK","Slovak Republic","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,99.8920133962318,,
"SVK","Slovak Republic","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,91.3376011335734,,
"SVK","Slovak Republic","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,92.1667494276637,,
"SVK","Slovak Republic","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,92.5005209278818,,
"SVK","Slovak Republic","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,93.9534079052215,,
"SVK","Slovak Republic","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,95.4011641360828,,
"SVK","Slovak Republic","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,96.842632860658,,
"SVK","Slovak Republic","LORSGPNO","Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,96.7897974944916,,
